"id","municipality_name","entitled_to_vote","votes_cast","turnout","valid_votes","yes","no","yes_percentage"
75620084901,"Birwinken",917,473,51.6,462,343,118,74.4
75620084911,"Bürglen (TG)",2062,982,47.6,970,660,300,68.8
75620084921,"Bussnang",1465,788,53.8,786,533,246,68.4
75620084941,"Märstetten",1689,937,55.5,920,569,346,62.2
75620084946,"Weinfelden",6942,3801,54.8,3726,2045,1643,55.5
75620084951,"Wigoltingen",1531,699,45.7,690,446,239,65.1
75621015001,"Arbedo-Castione",2526,1248,49.4,1227,765,445,63.2
75621015002,"Bellinzona",10467,4626,44.2,4583,2342,2182,51.8
75621015003,"Cadenazzo",1209,517,42.8,512,350,159,68.8
75621015004,"Camorino",1759,879,50,869,510,351,59.2
75621015005,"Giubiasco",4999,2477,49.5,2448,1398,987,58.6
75621015006,"Gnosca",462,214,46.3,213,134,78,63.2
75621015007,"Gorduno",506,236,46.6,236,131,100,56.7
75621015008,"Gudo",558,266,47.7,264,172,88,66.2
75621015009,"Isone",304,171,56.3,171,144,25,85.2
75621015010,"Lumino",909,475,52.3,471,311,152,67.2
75621015012,"Moleno",87,48,55.2,48,34,14,70.8
75621015013,"Monte Carasso",1687,779,46.2,767,481,279,63.3
75621015014,"Pianezzo",454,359,79.1,341,225,109,67.4
75621015015,"Preonzo",419,226,53.9,225,128,88,59.3
75621015017,"Sant'Antonino",1313,584,44.5,584,408,164,71.3
75621015018,"Sant'Antonio",172,97,56.4,91,57,34,62.6
75621015019,"Sementina",1860,924,49.7,911,568,333,63
75621025040,"Ludiano",253,151,59.7,151,106,45,70.2
75621025041,"Malvaglia",1172,513,43.8,511,375,132,74
75621025046,"Semione",289,112,38.8,112,60,51,54.1
75621025048,"Acquarossa",1448,510,35.2,506,317,174,64.6
75621025049,"Blenio",1393,546,39.2,543,360,175,67.3
75621035061,"Airolo",1078,547,50.7,544,390,150,72.2
75621035062,"Anzonico",84,40,47.6,40,21,17,55.3
75621035063,"Bedretto",60,33,55,33,21,12,63.6
75621035064,"Bodio",476,227,47.7,225,149,71,67.7
75621035066,"Calpiogna",46,16,34.8,16,10,6,62.5
75621035067,"Campello",61,35,57.4,35,19,16,54.3
75621035068,"Cavagnago",79,34,43,34,13,21,38.2
75621035070,"Chironico",358,267,74.6,267,168,83,66.9
75621035071,"Dalpe",155,75,48.4,75,50,23,68.5
75621035072,"Faido",1191,580,48.7,567,356,211,62.8
75621035073,"Giornico",556,235,42.3,231,147,80,64.8
75621035074,"Mairengo",169,82,48.5,82,55,25,68.8
75621035075,"Osco",131,79,60.3,79,52,27,65.8
75621035076,"Personico",234,100,42.7,100,56,43,56.6
75621035077,"Pollegio",381,157,41.2,156,96,57,62.7
75621035078,"Prato (Leventina)",288,153,53.1,153,96,53,64.4
75621035079,"Quinto",726,351,48.3,350,203,143,58.7
75621035081,"Sobrio",63,30,47.6,30,19,11,63.3
75621045091,"Ascona",3459,1592,46,1578,964,597,61.8
75621045095,"Brione (Verzasca)",163,79,48.5,78,53,25,67.9
75621045096,"Brione sopra Minusio",409,201,49.1,201,112,85,56.9
75621045097,"Brissago",1365,590,43.2,584,366,212,63.3
75621045099,"Cavigliano",523,302,57.7,302,154,147,51.2
75621045102,"Corippo",16,10,62.5,10,8,2,80
75621045105,"Frasco",90,37,41.1,36,27,9,75
75621045108,"Gordola",2929,1212,41.4,1207,759,436,63.5
75621045109,"Gresso",35,19,54.3,18,17,1,94.4
75621045112,"Lavertezzo",719,285,39.6,284,165,113,59.4
75621045113,"Locarno",9019,3543,39.3,3493,2062,1387,59.8
75621045115,"Losone",4164,1853,44.5,1834,1155,661,63.6
75621045117,"Mergoscia",164,90,54.9,90,54,35,60.7
75621045118,"Minusio",4687,2212,47.2,2200,1224,935,56.7
75621045119,"Mosogno",50,18,36,18,11,7,61.1
75621045120,"Muralto",1873,838,44.7,835,463,362,56.1
75621045121,"Orselina",537,275,51.2,272,129,142,47.6
75621045125,"Ronco sopra Ascona",486,257,52.9,257,149,100,59.8
75621045129,"Sonogno",95,21,22.1,21,13,7,65
75621045130,"Tegna",530,286,54,286,156,116,57.4
75621045131,"Tenero-Contra",1564,726,46.4,718,434,275,61.2
75621045132,"Vergeletto",75,39,52,38,24,14,63.2
75621045133,"Verscio",767,393,51.2,390,234,156,60
75621045135,"Vogorno",245,86,35.1,86,55,30,64.7
75621045136,"Onsernone",341,122,35.8,121,58,61,48.7
75621045137,"Isorno",264,90,34.1,89,29,57,33.7
75621045138,"Cugnasco-Gerra",1891,849,44.9,839,512,316,61.8
75621055141,"Agno",2282,954,41.8,950,598,345,63.4
75621055143,"Aranno",218,102,46.8,101,42,59,41.6
75621055144,"Arogno",662,316,47.7,314,188,123,60.5
75621055146,"Astano",249,116,46.6,116,64,50,56.1
75621055148,"Bedano",924,463,50.1,463,305,153,66.6
75621055149,"Bedigliora",493,198,40.2,198,103,92,52.8
75621055151,"Bioggio",1677,802,47.8,801,482,308,61
75621055154,"Bissone",499,225,45.1,225,154,71,68.4
75621055155,"Bogno",109,43,39.4,43,32,11,74.4
75621055160,"Brusino Arsizio",368,178,48.4,177,104,73,58.8
75621055161,"Cademario",482,230,47.7,228,151,75,66.8
75621055162,"Cadempino",857,399,46.6,388,257,129,66.6
75621055163,"Cadro",1380,651,47.2,647,401,244,62.2
75621055167,"Canobbio",1261,604,47.9,601,380,214,64
75621055169,"Carabietta",73,39,53.4,39,22,17,56.4
75621055170,"Carona",542,284,52.4,280,113,165,40.6
75621055171,"Caslano",2360,1010,42.8,1008,654,333,66.3
75621055173,"Certara",51,21,41.2,21,15,5,75
75621055174,"Cimadera",137,61,44.5,60,37,23,61.7
75621055176,"Comano",1432,822,57.4,822,458,352,56.5
75621055178,"Croglio",649,317,48.8,310,181,123,59.5
75621055180,"Cureglia",924,509,55.1,506,267,236,53.1
75621055181,"Curio",409,188,46,187,99,86,53.5
75621055186,"Grancia",258,122,47.3,120,95,25,79.2
75621055187,"Gravesano",814,396,48.6,395,256,133,65.8
75621055189,"Lamone",832,387,46.5,381,243,131,65
75621055192,"Lugano",29637,13259,44.7,13197,7928,5085,60.9
75621055193,"Magliaso",983,476,48.4,474,332,135,71.1
75621055194,"Manno",833,434,52.1,430,245,178,57.9
75621055195,"Maroggia",381,178,46.7,176,105,67,61
75621055196,"Massagno",3159,1529,48.4,1517,781,711,52.3
75621055197,"Melano",812,367,45.2,357,230,119,65.9
75621055198,"Melide",910,421,46.3,420,254,160,61.4
75621055199,"Mezzovico-Vira",798,372,46.6,366,267,96,73.6
75621055200,"Miglieglia",205,86,42,83,51,31,62.2
75621055202,"Monteggio",637,286,44.9,259,200,59,77.2
75621055203,"Morcote",423,201,47.5,198,136,58,70.1
75621055205,"Muzzano",573,306,53.4,304,177,127,58.2
75621055206,"Neggio",246,121,49.2,121,67,53,55.8
75621055207,"Novaggio",615,242,39.3,241,117,122,49
75621055208,"Origlio",887,478,53.9,476,273,196,58.2
75621055210,"Paradiso",1567,649,41.4,639,412,216,65.6
75621055212,"Ponte Capriasca",1152,557,48.4,549,324,218,59.8
75621055213,"Ponte Tresa",526,248,47.1,247,151,93,61.9
75621055214,"Porza",968,535,55.3,531,332,193,63.2
75621055216,"Pura",960,437,45.5,432,264,162,62
75621055219,"Rovio",532,266,50,264,150,111,57.5
75621055221,"Savosa",1218,628,51.6,623,387,228,62.9
75621055222,"Sessa",467,232,49.7,230,130,99,56.8
75621055224,"Sonvico",1354,657,48.5,656,435,214,67
75621055225,"Sorengo",965,529,54.8,523,277,237,53.9
75621055226,"Capriasca",4602,2242,48.7,2224,1220,977,55.5
75621055227,"Torricella-Taverne",1725,788,45.7,782,481,296,61.9
75621055229,"Valcolla",514,190,37,189,129,59,68.6
75621055230,"Vernate",360,192,53.3,190,125,65,65.8
75621055231,"Vezia",1167,599,51.3,591,370,209,63.9
75621055233,"Vico Morcote",180,96,53.3,96,71,24,74.7
75621055236,"Collina d'Oro",2648,1423,53.7,1417,851,545,61
75621055237,"Alto Malcantone",1024,454,44.3,453,273,174,61.1
75621055238,"Monteceneri",2670,1181,44.2,1162,774,372,67.5
75621065242,"Balerna",2249,1003,44.6,992,610,349,63.6
75621065243,"Besazio",465,261,56.1,261,149,109,57.8
75621065249,"Castel San Pietro",1547,796,51.5,790,479,302,61.3
75621065250,"Chiasso",4448,1843,41.4,1835,1218,597,67.1
75621065251,"Coldrerio",1840,963,52.3,952,637,306,67.6
75621065253,"Ligornetto",1198,641,53.5,631,370,261,58.6
75621065254,"Mendrisio",7863,3641,46.3,3584,2060,1475,58.3
75621065255,"Meride",311,141,45.3,141,54,86,38.6
75621065257,"Morbio Inferiore",2891,1409,48.7,1401,911,471,65.9
75621065260,"Novazzano",1744,868,49.8,864,598,246,70.9
75621065263,"Riva San Vitale",1778,881,49.6,878,570,303,65.3
75621065266,"Stabio",2758,1237,44.9,1214,734,470,61
75621065268,"Vacallo",1976,914,46.3,912,555,334,62.4
75621065269,"Breggia",1565,705,45,700,416,280,59.8
75621075281,"Biasca",3148,1319,41.9,1316,882,428,67.3
75621075282,"Claro",1649,750,45.5,741,478,251,65.6
75621075283,"Cresciano",353,141,39.9,140,94,45,67.6
75621075284,"Iragna",342,125,36.5,124,70,49,58.8
75621075285,"Lodrino",956,443,46.3,441,290,140,67.4
75621075286,"Osogna",550,233,42.4,231,140,87,61.7
75621085304,"Bosco/Gurin",45,23,51.1,23,10,12,45.5
75621085307,"Campo (Vallemaggia)",52,21,40.4,20,18,2,90
75621085309,"Cerentino",53,19,35.8,18,9,9,50
75621085310,"Cevio",884,393,44.5,390,237,139,63
75621085315,"Linescio",42,22,52.4,22,16,6,72.7
75621085317,"Maggia",1762,750,42.6,747,445,290,60.5
75621085323,"Lavizzara",459,176,38.3,173,120,51,70.2
75621085324,"Avegno Gordevio",1005,480,47.8,479,295,179,62.2
75621015391,"Comunanza Medeglia/Cadenazzo",NA,NA,NA,NA,NA,NA,NA
75621055394,"Comunanza Capriasca/Valcolla",NA,NA,NA,NA,NA,NA,NA
75621045397,"Centovalli",936,413,44.1,413,240,150,61.5
75621045398,"Gambarogno",3461,1433,41.4,1420,834,560,59.8
75622215401,"Aigle",4635,2317,50,2317,1184,1088,52.1
75622215402,"Bex",3817,1911,50.1,1903,922,956,49.1
75622215403,"Chessel",239,153,64,153,91,60,60.3
75622215404,"Corbeyrier",281,169,60.1,169,93,74,55.7
75622215405,"Gryon",700,366,52.3,366,167,189,46.9
75622215406,"Lavey-Morcles",580,284,49,283,163,118,58
75622215407,"Leysin",1195,526,44,523,239,276,46.4
75622215408,"Noville",460,266,57.8,265,149,111,57.3
75622215409,"Ollon",3696,2001,54.1,1998,953,1018,48.4
75622215410,"Ormont-Dessous",764,305,39.9,300,182,116,61.1
75622215411,"Ormont-Dessus",986,485,49.2,483,231,249,48.1
75622215412,"Rennaz",353,152,43.1,152,84,68,55.3
75622215413,"Roche (VD)",626,288,46,287,172,113,60.4
75622215414,"Villeneuve (VD)",2444,1177,48.2,1173,616,540,53.3
75622215415,"Yvorne",693,356,51.4,355,164,187,46.7
75622275421,"Apples",828,452,54.6,451,144,303,32.2
75622275422,"Aubonne",1641,875,53.3,875,289,574,33.5
75622275423,"Ballens",292,189,64.7,189,98,90,52.1
75622275424,"Berolle",177,91,51.4,91,30,60,33.3
75622275425,"Bière",933,444,47.6,442,256,181,58.6
75622275426,"Bougy-Villars",271,158,58.3,158,71,81,46.7
75622275427,"Féchy",438,292,66.7,292,102,188,35.2
75622275428,"Gimel",1077,532,49.4,532,249,278,47.2
75622285429,"Longirod",273,119,43.6,119,52,65,44.4
75622285430,"Marchissy",266,110,41.4,109,29,80,26.6
75622275431,"Mollens (VD)",179,103,57.5,103,63,39,61.8
75622275432,"Montherod",292,136,46.6,136,47,85,35.6
75622275433,"Pizy",51,25,49,25,18,7,72
75622285434,"Saint-George",529,273,51.6,272,97,172,36.1
75622275435,"Saint-Livres",404,208,51.5,208,103,103,50
75622275436,"Saint-Oyens",201,106,52.7,106,59,45,56.7
75622275437,"Saubraz",201,98,48.8,98,55,42,56.7
75622225451,"Avenches",1659,723,43.6,722,312,401,43.8
75622225452,"Bellerive (VD)",480,255,53.1,255,115,138,45.5
75622225453,"Chabrey",191,105,55,104,51,52,49.5
75622225455,"Constantine",251,116,46.2,116,57,59,49.1
75622225456,"Cudrefin",839,399,47.6,399,197,196,50.1
75622225458,"Faoug",493,238,48.3,238,107,130,45.1
75622225459,"Montmagny",134,78,58.2,77,34,43,44.2
75622225460,"Mur (VD)",153,95,62.1,95,34,59,36.6
75622225461,"Oleyres",173,93,53.8,93,50,41,54.9
75622225462,"Vallamand",283,137,48.4,137,70,66,51.5
75622225463,"Villars-le-Grand",218,111,50.9,110,58,52,52.7
75622235471,"Bettens",214,125,58.4,120,56,64,46.7
75622235472,"Bournens",195,110,56.4,109,55,54,50.5
75622235473,"Boussens",579,318,54.9,318,173,142,54.9
75622275474,"La Chaux (Cossonay)",285,157,55.1,157,56,99,36.1
75622275475,"Chavannes-le-Veyron",85,53,62.4,52,25,26,49
75622275476,"Chevilly",168,89,53,89,25,63,28.4
75622275477,"Cossonay",2010,1010,50.2,1010,396,596,39.9
75622275478,"Cottens (VD)",283,154,54.4,154,80,73,52.3
75622275479,"Cuarnens",267,149,55.8,149,51,96,34.7
75622235480,"Daillens",565,301,53.3,301,149,150,49.8
75622275481,"Dizy",146,83,56.8,83,36,45,44.4
75622275482,"Eclépens",634,383,60.4,383,170,211,44.6
75622275483,"Ferreyres",205,108,52.7,107,41,65,38.7
75622275484,"Gollion",436,212,48.6,212,90,122,42.5
75622275485,"Grancy",259,136,52.5,136,46,89,34.1
75622275486,"L'Isle",701,325,46.4,325,149,173,46.3
75622235487,"Lussery-Villars",250,128,51.2,126,54,72,42.9
75622275488,"Mauraz",39,28,71.8,27,7,20,25.9
75622235489,"Mex (VD)",414,225,54.3,224,99,125,44.2
75622275490,"Moiry",179,110,61.5,109,39,69,36.1
75622275491,"Mont-la-Ville",258,153,59.3,153,89,64,58.2
75622275492,"Montricher",563,305,54.2,305,139,165,45.7
75622275493,"Orny",238,114,47.9,114,48,64,42.9
75622275494,"Pampigny",656,313,47.7,313,130,181,41.8
75622235495,"Penthalaz",1829,930,50.8,930,416,507,45.1
75622235496,"Penthaz",967,489,50.6,486,252,232,52.1
75622275497,"Pompaples",456,222,48.7,220,99,118,45.6
75622275498,"La Sarraz",1249,613,49.1,612,255,352,42
75622275499,"Senarclens",267,159,59.6,159,68,91,42.8
75622275500,"Sévery",143,77,53.8,77,31,44,41.3
75622235501,"Sullens",593,342,57.7,342,189,152,55.4
75622235503,"Vufflens-la-Ville",767,436,56.8,435,181,253,41.7
75622235511,"Assens",691,367,53.1,367,153,213,41.8
75622235512,"Bercher",719,375,52.2,375,156,216,41.9
75622235513,"Bioley-Orjulaz",263,148,56.3,148,90,56,61.6
75622235514,"Bottens",763,358,46.9,358,169,184,47.9
75622235515,"Bretigny-sur-Morrens",484,255,52.7,252,120,131,47.8
75622235516,"Cugy (VD)",1427,792,55.5,788,315,468,40.2
75622235517,"Dommartin",197,116,58.9,116,56,57,49.6
75622235518,"Echallens",3202,1580,49.3,1555,639,906,41.4
75622235519,"Eclagnens",92,54,58.7,54,21,33,38.9
75622235520,"Essertines-sur-Yverdon",592,307,51.9,307,167,137,54.9
75622235521,"Etagnières",598,341,57,341,153,186,45.1
75622235522,"Fey",384,190,49.5,188,71,111,39
75622235523,"Froideville",1171,666,56.9,664,312,349,47.2
75622235524,"Goumoens-la-Ville",474,267,56.3,266,150,115,56.6
75622235525,"Goumoens-le-Jux",33,18,54.5,18,10,8,55.6
75622235527,"Morrens (VD)",684,423,61.8,423,179,235,43.2
75622235528,"Naz",78,47,60.3,47,22,25,46.8
75622235529,"Oulens-sous-Echallens",348,214,61.5,213,89,121,42.4
75622235530,"Pailly",301,162,53.8,162,92,70,56.8
75622235531,"Penthéréaz",262,125,47.7,124,48,75,39
75622235532,"Poliez-le-Grand",470,258,54.9,256,130,124,51.2
75622235533,"Poliez-Pittet",499,258,51.7,256,142,111,56.1
75622235534,"Rueyres",159,89,56,87,51,36,58.6
75622235535,"Saint-Barthélemy (VD)",471,263,55.8,263,124,137,47.5
75622235536,"Sugnens",201,143,71.1,143,79,64,55.2
75622235537,"Villars-le-Terroir",569,309,54.3,308,175,131,57.2
75622235538,"Villars-Tiercelin",267,136,50.9,136,67,67,50
75622235539,"Vuarrens",520,219,42.1,219,108,108,50
75622245551,"Bonvillars",346,194,56.1,194,103,89,53.6
75622245552,"Bullet",456,242,53.1,242,138,102,57.5
75622245553,"Champagne",513,282,55,282,126,155,44.8
75622245554,"Concise",530,293,55.3,291,128,160,44.4
75622245555,"Corcelles-près-Concise",196,99,50.5,99,30,69,30.3
75622245556,"Fiez",262,158,60.3,158,63,94,40.1
75622245557,"Fontaines-sur-Grandson",95,68,71.6,68,40,26,60.6
75622245558,"Fontanezier",51,31,60.8,31,17,13,56.7
75622245559,"Giez",245,137,55.9,137,60,74,44.8
75622245560,"Grandevent",149,104,69.8,104,49,55,47.1
75622245561,"Grandson",2003,1039,51.9,1039,415,610,40.5
75622245562,"Mauborget",63,45,71.4,45,22,23,48.9
75622245563,"Mutrux",98,50,51,49,27,22,55.1
75622245564,"Novalles",77,57,74,57,25,32,43.9
75622245565,"Onnens (VD)",305,158,51.8,157,60,96,38.5
75622245566,"Provence",252,111,44,110,62,48,56.4
75622245567,"Romairon",26,17,65.4,17,10,7,58.8
75622245568,"Sainte-Croix",3127,1529,48.9,1522,720,789,47.7
75622245569,"Vaugondry",19,10,52.6,10,6,4,60
75622245570,"Villars-Burquin",401,201,50.1,201,82,117,41.2
75622265581,"Belmont-sur-Lausanne",1892,1111,58.7,1107,398,699,36.3
75622255582,"Cheseaux-sur-Lausanne",2405,1258,52.3,1255,554,686,44.7
75622295583,"Crissier",3096,1519,49.1,1512,709,793,47.2
75622255584,"Epalinges",5035,2902,57.6,2902,973,1882,34.1
75622255585,"Jouxtens-Mézery",863,557,64.5,557,184,366,33.5
75622255586,"Lausanne",63057,31524,50,31475,10667,20227,34.5
75622255587,"Le Mont-sur-Lausanne",3482,1934,55.5,1933,805,1100,42.3
75622265588,"Paudex",795,473,59.5,473,190,280,40.4
75622295589,"Prilly",5846,2928,50.1,2830,1238,1561,44.2
75622265590,"Pully",10091,5855,58,5789,2044,3657,35.9
75622295591,"Renens (VD)",7737,3654,47.2,3640,1578,2026,43.8
75622255592,"Romanel-sur-Lausanne",2082,1052,50.5,1049,469,571,45.1
75622265601,"Chexbres",1334,777,58.2,774,309,455,40.4
75622265602,"Cully",1116,629,56.4,629,189,428,30.6
75622265603,"Epesses",221,144,65.2,144,40,103,28
75622265604,"Forel (Lavaux)",1295,671,51.8,670,329,333,49.7
75622265605,"Grandvaux",1319,799,60.6,798,298,486,38
75622265606,"Lutry",5704,3323,58.3,3244,1194,2050,36.8
75622265607,"Puidoux",1513,776,51.3,770,313,448,41.1
75622265608,"Riex",213,137,64.3,137,48,87,35.6
75622265609,"Rivaz",234,148,63.2,145,50,95,34.5
75622265610,"Saint-Saphorin (Lavaux)",232,144,62.1,144,40,104,27.8
75622265611,"Savigny",2090,1174,56.2,1169,445,717,38.3
75622265612,"Villette (Lavaux)",367,251,68.4,251,100,148,40.3
75622275621,"Aclens",287,166,57.8,164,69,95,42.1
75622275622,"Bremblens",312,168,53.8,168,74,94,44
75622275623,"Buchillon",371,238,64.2,236,91,143,38.9
75622295624,"Bussigny-près-Lausanne",4255,2209,51.9,2197,913,1269,41.8
75622275625,"Bussy-Chardonney",226,137,60.6,135,47,86,35.3
75622295627,"Chavannes-près-Renens",2604,1193,45.8,1183,523,644,44.8
75622275628,"Chigny",175,97,55.4,97,33,64,34
75622275629,"Clarmont",97,59,60.8,58,19,39,32.8
75622275630,"Colombier (VD)",351,225,64.1,224,90,131,40.7
75622275631,"Denens",429,260,60.6,260,89,169,34.5
75622275632,"Denges",859,470,54.7,469,183,282,39.4
75622275633,"Echandens",1427,818,57.3,818,356,448,44.3
75622275634,"Echichens",682,362,53.1,361,124,237,34.3
75622295635,"Ecublens (VD)",5119,2550,49.8,2527,1203,1297,48.1
75622275636,"Etoy",1380,717,52,716,240,466,34
75622275637,"Lavigny",441,238,54,237,88,149,37.1
75622275638,"Lonay",1507,828,54.9,826,342,469,42.2
75622275639,"Lully (VD)",484,287,59.3,287,92,193,32.3
75622275640,"Lussy-sur-Morges",369,201,54.5,201,47,150,23.9
75622275641,"Monnaz",226,149,65.9,146,45,100,31
75622275642,"Morges",8256,4257,51.6,4224,1596,2578,38.2
75622275643,"Préverenges",2800,1640,58.6,1639,639,973,39.6
75622275644,"Reverolle",220,124,56.4,123,43,80,35
75622275645,"Romanel-sur-Morges",330,193,58.5,193,70,121,36.6
75622275646,"Saint-Prex",2668,1323,49.6,1320,542,766,41.4
75622275647,"Saint-Saphorin-sur-Morges",269,165,61.3,165,66,98,40.2
75622295648,"Saint-Sulpice (VD)",1780,1095,61.5,1093,494,591,45.5
75622275649,"Tolochenaz",980,500,51,499,210,287,42.3
75622275650,"Vaux-sur-Morges",107,79,73.8,79,31,47,39.7
75622295651,"Villars-Sainte-Croix",425,250,58.8,250,120,129,48.2
75622275652,"Villars-sous-Yens",384,223,58.1,221,88,133,39.8
75622275653,"Vufflens-le-Château",472,282,59.7,282,93,187,33.2
75622275654,"Vullierens",302,178,58.9,176,56,118,32.2
75622275655,"Yens",679,394,58,393,148,242,37.9
75622235661,"Boulens",197,116,58.9,116,52,63,45.2
75622225662,"Brenles",122,75,61.5,75,22,51,30.1
75622225663,"Bussy-sur-Moudon",145,78,53.8,78,43,35,55.1
75622235664,"Chapelle-sur-Moudon",260,152,58.5,151,75,76,49.7
75622225665,"Chavannes-sur-Moudon",156,92,59,92,52,39,57.1
75622225666,"Chesalles-sur-Moudon",119,61,51.3,61,29,31,48.3
75622235667,"Correvon",75,44,58.7,44,18,26,40.9
75622225668,"Cremin",40,20,50,20,10,10,50
75622225669,"Curtilles",207,104,50.2,104,57,44,56.4
75622235670,"Denezy",115,58,50.4,58,29,28,50.9
75622225671,"Dompierre (VD)",186,99,53.2,99,53,46,53.5
75622225672,"Forel-sur-Lucens",122,73,59.8,73,29,43,40.3
75622225673,"Hermenches",244,113,46.3,113,40,71,36
75622225674,"Lovatens",106,55,51.9,55,32,22,59.3
75622225675,"Lucens",1317,556,42.2,555,283,263,51.8
75622235676,"Martherenges",56,35,62.5,34,15,19,44.1
75622235677,"Montaubion-Chardonney",55,36,65.5,36,20,16,55.6
75622225678,"Moudon",2316,1007,43.5,1000,478,505,48.6
75622235679,"Neyruz-sur-Moudon",93,62,66.7,62,30,31,49.2
75622235680,"Ogens",191,117,61.3,117,70,46,60.3
75622225681,"Oulens-sur-Lucens",42,25,59.5,25,17,8,68
75622235682,"Peyres-Possens",101,42,41.6,42,21,21,50
75622225683,"Prévonloup",90,39,43.3,39,17,22,43.6
75622225684,"Rossenges",37,18,48.6,18,12,6,66.7
75622235685,"Saint-Cierges",348,191,54.9,190,87,101,46.3
75622225686,"Sarzens",52,38,73.1,38,16,22,42.1
75622235687,"Sottens",166,90,54.2,90,53,37,58.9
75622225688,"Syens",77,48,62.3,48,24,24,50
75622235689,"Thierrens",458,235,51.3,235,118,116,50.4
75622225690,"Villars-le-Comte",111,51,45.9,51,28,23,54.9
75622235691,"Villars-Mendraz",143,74,51.7,74,25,48,34.2
75622225692,"Vucherens",369,191,51.8,191,95,94,50.3
75622285701,"Arnex-sur-Nyon",77,49,63.6,49,18,29,38.3
75622285702,"Arzier",1267,677,53.4,675,311,356,46.6
75622285703,"Bassins",637,351,55.1,351,181,166,52.2
75622285704,"Begnins",997,507,50.9,505,214,287,42.7
75622285705,"Bogis-Bossey",446,232,52,232,81,149,35.2
75622285706,"Borex",487,275,56.5,275,107,164,39.5
75622285707,"Chavannes-de-Bogis",525,276,52.6,276,129,145,47.1
75622285708,"Chavannes-des-Bois",269,140,52,138,50,88,36.2
75622285709,"Chéserex",727,455,62.6,455,193,256,43
75622285710,"Coinsins",239,133,55.6,133,58,72,44.6
75622285711,"Commugny",1279,782,61.1,782,355,419,45.9
75622285712,"Coppet",1374,784,57.1,784,287,489,37
75622285713,"Crans-près-Céligny",1069,607,56.8,606,218,384,36.2
75622285714,"Crassier",551,354,64.2,351,128,214,37.4
75622285715,"Duillier",600,330,55,326,117,204,36.4
75622285716,"Eysins",673,332,49.3,330,116,214,35.2
75622285717,"Founex",1374,750,54.6,748,276,467,37.1
75622285718,"Genolier",995,592,59.5,592,240,350,40.7
75622285719,"Gingins",637,344,54,340,132,203,39.4
75622285720,"Givrins",548,324,59.1,323,132,191,40.9
75622285721,"Gland",5866,2844,48.5,2842,1158,1661,41.1
75622285722,"Grens",207,126,60.9,126,39,85,31.5
75622285723,"Mies",849,460,54.2,460,144,307,31.9
75622285724,"Nyon",9291,4747,51.1,4732,1735,2932,37.2
75622285725,"Prangins",2177,1217,55.9,1215,405,801,33.6
75622285726,"La Rippe",597,308,51.6,306,95,204,31.8
75622285727,"Saint-Cergue",1161,509,43.8,509,225,278,44.7
75622285728,"Signy-Avenex",263,157,59.7,154,59,94,38.6
75622285729,"Tannay",747,448,60,448,137,308,30.8
75622285730,"Trélex",759,451,59.4,451,177,270,39.6
75622285731,"Le Vaud",727,414,56.9,410,170,239,41.6
75622285732,"Vich",442,234,52.9,233,98,135,42.1
75622245741,"L'Abergement",166,97,58.4,97,54,43,55.7
75622245742,"Agiez",166,80,48.2,80,44,36,55
75622245743,"Arnex-sur-Orbe",425,248,58.4,245,107,137,43.9
75622245744,"Ballaigues",648,325,50.2,322,148,172,46.3
75622245745,"Baulmes",655,343,52.4,341,146,189,43.6
75622245746,"Bavois",496,203,40.9,203,104,97,51.7
75622245747,"Bofflens",136,73,53.7,72,36,36,50
75622245748,"Bretonnières",173,96,55.5,96,44,50,46.8
75622245749,"Chavornay",2063,980,47.5,978,491,478,50.7
75622245750,"Les Clées",117,65,55.6,65,26,37,41.3
75622245751,"Corcelles-sur-Chavornay",222,118,53.2,118,49,68,41.9
75622245752,"Croy",236,127,53.8,126,45,81,35.7
75622245754,"Juriens",213,123,57.7,120,42,75,35.9
75622245755,"Lignerolle",263,127,48.3,126,66,60,52.4
75622245756,"Montcherand",305,156,51.1,156,86,67,56.2
75622245757,"Orbe",3365,1503,44.7,1498,697,789,46.9
75622245758,"La Praz",117,68,58.1,68,34,31,52.3
75622245759,"Premier",158,95,60.1,95,29,63,31.5
75622245760,"Rances",315,175,55.6,174,89,85,51.1
75622245761,"Romainmôtier-Envy",325,170,52.3,170,62,108,36.5
75622245762,"Sergey",97,62,63.9,62,30,30,50
75622245763,"Valeyres-sous-Rances",336,199,59.2,198,95,103,48
75622245764,"Vallorbe",2015,960,47.6,960,524,427,55.1
75622245765,"Vaulion",343,194,56.6,194,88,102,46.3
75622245766,"Vuiteboeuf",307,162,52.8,162,81,81,50
75622265781,"Bussigny-sur-Oron",55,33,60,33,15,16,48.4
75622225782,"Carrouge (VD)",619,306,49.4,305,122,178,40.7
75622265783,"Châtillens",297,167,56.2,166,63,101,38.4
75622265784,"Chesalles-sur-Oron",138,85,61.6,84,58,25,69.9
75622225785,"Corcelles-le-Jorat",305,173,56.7,173,102,69,59.6
75622265786,"Les Cullayes",479,315,65.8,314,122,187,39.5
75622265787,"Ecoteaux",246,192,78,191,76,111,40.6
75622265788,"Essertes",189,115,60.8,115,57,57,50
75622265789,"Ferlens (VD)",234,137,58.5,137,57,79,41.9
75622265790,"Maracon",319,206,64.6,206,90,113,44.3
75622265791,"Mézières (VD)",733,362,49.4,361,150,209,41.8
75622265792,"Montpreveyres",315,145,46,145,61,82,42.7
