"sZip","consolidation","szVotingPrecinctName","MailBallotPrecinct","iBalType","Assembly","BART","Congressional","Neighborhood","Senatorial","Supervisorial"
"94117",9503,"Pct 9503/9504","No",17,19,9,12,"WST ADDITION",11,5
"94115",9505,"Pct 9505","No",17,19,9,12,"WST ADDITION",11,5
"94115",9506,"Pct 9506","No",17,19,9,12,"WST ADDITION",11,5
"94115",9507,"Pct 9507","No",17,19,9,12,"LRL HTS/ANZA",11,5
"94118",9507,"Pct 9507","No",17,19,9,12,"LRL HTS/ANZA",11,5
"94115",9508,"Pct 9508","No",17,19,9,12,"WST ADDITION",11,5
"94115",9509,"Pct 9509","No",17,19,9,12,"LRL HTS/ANZA",11,5
"94117",9509,"Pct 9509","No",17,19,9,12,"LRL HTS/ANZA",11,5
"94118",9509,"Pct 9509","No",17,19,9,12,"LRL HTS/ANZA",11,5
"94115",9511,"Pct 9511","No",17,19,9,12,"WST ADDITION",11,5
"94117",9511,"Pct 9511","No",17,19,9,12,"WST ADDITION",11,5
"94122",9511,"Pct 9511","No",17,19,9,12,"WST ADDITION",11,5
"94115",9512,"Pct 9512","No",17,19,9,12,"WST ADDITION",11,5
"94117",9512,"Pct 9512","No",17,19,9,12,"WST ADDITION",11,5
"94115",9513,"Pct 9513","No",17,19,9,12,"WST ADDITION",11,5
"94117",9513,"Pct 9513","No",17,19,9,12,"WST ADDITION",11,5
"94117",9514,"Pct 9514/9522","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9514,"Pct 9514/9522","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9515,"Pct 9515","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9516,"Pct 9516","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9517,"Pct 9517","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9518,"Pct 9518","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9519,"Pct 9519","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9521,"Pct 9521","No",17,19,9,12,"INNER SUNSET",11,5
"94122",9701,"Pct 9701","No",18,19,9,12,"INNER SUNSET",11,7
"94122",9702,"Pct 9702","No",18,19,9,12,"INNER SUNSET",11,7
"94122",9703,"Pct 9703","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9704,"Pct 9704","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9705,"Pct 9705","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9706,"Pct 9706 MB","Yes",18,19,9,12,"W TWIN PKS",11,7
"94116",9707,"Pct 9707","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9707,"Pct 9707","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9708,"Pct 9708","No",18,19,8,12,"W TWIN PKS",11,7
"94116",9709,"Pct 9709","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9709,"Pct 9709","No",18,19,8,12,"W TWIN PKS",11,7
"94116",9711,"Pct 9711","No",18,19,8,12,"W TWIN PKS",11,7
"94122",9711,"Pct 9711","No",18,19,8,12,"W TWIN PKS",11,7
"94116",9712,"Pct 9712","No",19,19,8,14,"W TWIN PKS",11,7
"94122",9712,"Pct 9712","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9713,"Pct 9713","No",18,19,8,12,"W TWIN PKS",11,7
"94116",9714,"Pct 9714","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9715,"Pct 9715","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9716,"Pct 9716","No",18,19,8,12,"W TWIN PKS",11,7
"94127",9716,"Pct 9716","No",18,19,8,12,"W TWIN PKS",11,7
"94116",9717,"Pct 9717","No",18,19,8,12,"W TWIN PKS",11,7
"94127",9717,"Pct 9717","No",18,19,8,12,"W TWIN PKS",11,7
"94116",9718,"Pct 9718","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9718,"Pct 9718","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9719,"Pct 9719","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9719,"Pct 9719","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9721,"Pct 9721","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9721,"Pct 9721","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9722,"Pct 9722","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9722,"Pct 9722","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9722,"Pct 9722","No",19,19,8,14,"W TWIN PKS",11,7
"94116",9723,"Pct 9723","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9723,"Pct 9723","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9724,"Pct 9724","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9725,"Pct 9725","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9726,"Pct 9726","No",19,19,8,14,"LAKE MERCED",11,7
"94127",9727,"Pct 9727","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9727,"Pct 9727","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9728,"Pct 9728","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9729,"Pct 9729","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9731,"Pct 9731","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9732,"Pct 9732 MB","Yes",18,19,8,12,"W TWIN PKS",11,7
"94127",9733,"Pct 9733 MB","Yes",19,19,8,14,"W TWIN PKS",11,7
"94127",9734,"Pct 9734","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9735,"Pct 9735","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9736,"Pct 9736","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9737,"Pct 9737","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9738,"Pct 9738","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9739,"Pct 9739","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9741,"Pct 9741","No",19,19,8,14,"LAKE MERCED",11,7
"94127",9742,"Pct 9742","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9742,"Pct 9742","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9743,"Pct 9743","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9744,"Pct 9744","No",19,19,8,14,"LAKE MERCED",11,7
"94132",9745,"Pct 9745","No",19,19,8,14,"LAKE MERCED",11,7
"94127",9746,"Pct 9746","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9746,"Pct 9746","No",19,19,8,14,"W TWIN PKS",11,7
"94112",9747,"Pct 9747","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9747,"Pct 9747","No",19,19,8,14,"W TWIN PKS",11,7
"94132",9747,"Pct 9747","No",19,19,8,14,"W TWIN PKS",11,7
"94112",9748,"Pct 9748","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9748,"Pct 9748","No",19,19,8,14,"W TWIN PKS",11,7
"94112",9749,"Pct 9749","No",19,19,8,14,"INGLESIDE",11,7
"94112",9751,"Pct 9751","No",19,19,8,14,"W TWIN PKS",11,7
"94112",9752,"Pct 9752","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9752,"Pct 9752","No",19,19,8,14,"W TWIN PKS",11,7
"94112",9753,"Pct 9753","No",19,19,8,14,"W TWIN PKS",11,7
"94127",9753,"Pct 9753","No",19,19,8,14,"W TWIN PKS",11,7
"94112",9754,"Pct 9754","No",19,19,9,14,"W TWIN PKS",11,7
"94127",9754,"Pct 9754","No",19,19,9,14,"W TWIN PKS",11,7
"94131",9754,"Pct 9754","No",19,19,9,14,"W TWIN PKS",11,7
"94112",9755,"Pct 9755","No",19,19,9,14,"W TWIN PKS",11,7
"94131",9755,"Pct 9755","No",19,19,9,14,"W TWIN PKS",11,7
"94112",9756,"Pct 9756","No",19,19,8,14,"EXCELSIOR",11,7
"94132",9756,"Pct 9756","No",19,19,8,14,"EXCELSIOR",11,7
"94112",9801,"Pct 9801","No",20,19,9,14,"EXCELSIOR",11,8
"NULL",9900,"Pct 9900 MB","Yes",21,17,4,13,"BAYVW/HTRSPT",11,10
"NULL",9901,"Pct 9901 MB","Yes",22,17,9,14,"S BERNAL HTS",11,8
"NULL",9902,"Pct 9902 MB","Yes",23,17,9,14,"N BERNAL HTS",11,7
