"id","pct_2012","precinct_names","neighborhood","yes_percentage"
"84006075PCT9202","9202","Pct 9202","MAR/PAC HTS",0.39
"84006075PCT9203","9203",NA,"MAR/PAC HTS",NA
"84006075PCT9204","9204",NA,"MAR/PAC HTS",NA
"84006075PCT9205","9205","Pct 9205/9213","MAR/PAC HTS",0.51
"84006075PCT9206","9206","Pct 9206/9203","MAR/PAC HTS",0.34
"84006075PCT9207","9207",NA,"MAR/PAC HTS",NA
"84006075PCT9208","9208","Pct 9208","MAR/PAC HTS",0.34
"84006075PCT9209","9209","Pct 9209/9204","MAR/PAC HTS",0.35
"84006075PCT9211","9211","Pct 9211/9207","MAR/PAC HTS",0.36
"84006075PCT9212","9212","Pct 9212","MAR/PAC HTS",0.42
"84006075PCT9213","9213",NA,"MAR/PAC HTS",NA
"84006075PCT9214","9214","Pct 9214","MAR/PAC HTS",0.47
"84006075PCT9215","9215","Pct 9215","MAR/PAC HTS",0.35
"84006075PCT9216","9216",NA,"MAR/PAC HTS",NA
"84006075PCT9217","9217",NA,"MAR/PAC HTS",NA
"84006075PCT9218","9218",NA,"MAR/PAC HTS",NA
"84006075PCT9219","9219","Pct 9219/9218","MAR/PAC HTS",0.43
"84006075PCT9221","9221","Pct 9221","MAR/PAC HTS",0.4
"84006075PCT9222","9222","Pct 9222/9216","MAR/PAC HTS",0.33
"84006075PCT9223","9223","Pct 9223/9217","MAR/PAC HTS",0.5
"84006075PCT9224","9224","Pct 9224","MAR/PAC HTS",0.34
"84006075PCT9225","9225","Pct 9225/9226","MAR/PAC HTS",0.41
"84006075PCT9226","9226",NA,"MAR/PAC HTS",NA
"84006075PCT9227","9227","Pct 9227/9228","SECLF/PREHTS",0.48
"84006075PCT9228","9228",NA,"SECLF/PREHTS",NA
"84006075PCT9229","9229","Pct 9229","SECLF/PREHTS",0.39
"84006075PCT9231","9231","Pct 9231","SECLF/PREHTS",0.5
"84006075PCT9232","9232","Pct 9232/9233","SECLF/PREHTS",0.39
"84006075PCT9233","9233",NA,"SECLF/PREHTS",NA
"84006075PCT9234","9234","Pct 9234/9235","SECLF/PREHTS",0.38
"84006075PCT9235","9235",NA,"SECLF/PREHTS",NA
"84006075PCT9236","9236",NA,"MAR/PAC HTS",NA
"84006075PCT9237","9237",NA,"MAR/PAC HTS",NA
"84006075PCT9238","9238","Pct 9238/9246","MAR/PAC HTS",0.39
"84006075PCT9239","9239","Pct 9239","MAR/PAC HTS",0.42
"84006075PCT9241","9241","Pct 9241","MAR/PAC HTS",0.48
"84006075PCT9242","9242","Pct 9242/9248","MAR/PAC HTS",0.41
"84006075PCT9243","9243","Pct 9243/9236","MAR/PAC HTS",0.42
"84006075PCT9244","9244","Pct 9244/9237","MAR/PAC HTS",0.44
"84006075PCT9245","9245","Pct 9245/9247","MAR/PAC HTS",0.46
"84006075PCT9246","9246",NA,"MAR/PAC HTS",NA
"84006075PCT9247","9247",NA,"MAR/PAC HTS",NA
"84006075PCT9248","9248",NA,"MAR/PAC HTS",NA
"84006075PCT9249","9249",NA,"LRL HTS/ANZA",NA
"84006075PCT9251","9251","Pct 9251/9249","LRL HTS/ANZA",0.44
"84006075PCT9252","9252","Pct 9252","LRL HTS/ANZA",0.43
"84006075PCT9253","9253","Pct 9253","LRL HTS/ANZA",0.35
"84006075PCT9254","9254",NA,"WST ADDITION",NA
"84006075PCT9255","9255","Pct 9255","LRL HTS/ANZA",0.45
"84006075PCT9256","9256","Pct 9256/9254","WST ADDITION",0.49
"84006075PCT9257","9257","Pct 9257 MB","WST ADDITION",0.5
"84006075PCT9258","9258","Pct 9258","LRL HTS/ANZA",0.46
"84006075PCT9401","9401","Pct 9401/9411","SUNSET",0.6
"84006075PCT9402","9402","Pct 9402/9403","SUNSET",0.5
"84006075PCT9403","9403",NA,"SUNSET",NA
"84006075PCT9404","9404","Pct 9404","SUNSET",0.58
"84006075PCT9405","9405","Pct 9405","SUNSET",0.47
"84006075PCT9406","9406","Pct 9406","SUNSET",0.45
"84006075PCT9407","9407","Pct 9407","SUNSET",0.45
"84006075PCT9408","9408","Pct 9408","SUNSET",0.57
"84006075PCT9409","9409","Pct 9409","INNER SUNSET",0.62
"84006075PCT9411","9411",NA,"SUNSET",NA
"84006075PCT9412","9412",NA,"SUNSET",NA
"84006075PCT9413","9413","Pct 9413","SUNSET",0.52
"84006075PCT9414","9414",NA,"SUNSET",NA
"84006075PCT9415","9415",NA,"SUNSET",NA
"84006075PCT9416","9416","Pct 9416/9412","SUNSET",0.49
"84006075PCT9417","9417",NA,"SUNSET",NA
"84006075PCT9418","9418","Pct 9418/9417","SUNSET",0.47
"84006075PCT9419","9419","Pct 9419/9414","SUNSET",0.57
"84006075PCT9421","9421","Pct 9421/9415","SUNSET",0.55
"84006075PCT9422","9422","Pct 9422/9428","SUNSET",0.47
"84006075PCT9423","9423","Pct 9423/9434","SUNSET",0.44
"84006075PCT9424","9424","Pct 9424/9425","SUNSET",0.42
"84006075PCT9425","9425",NA,"SUNSET",NA
"84006075PCT9426","9426","Pct 9426","SUNSET",0.47
"84006075PCT9427","9427","Pct 9427","SUNSET",0.52
"84006075PCT9428","9428",NA,"SUNSET",NA
"84006075PCT9429","9429","Pct 9429/9431","SUNSET",0.51
"84006075PCT9431","9431",NA,"SUNSET",NA
"84006075PCT9432","9432","Pct 9432","SUNSET",0.45
"84006075PCT9433","9433","Pct 9433","SUNSET",0.43
"84006075PCT9434","9434",NA,"SUNSET",NA
"84006075PCT9435","9435",NA,"SUNSET",NA
"84006075PCT9436","9436","Pct 9436","SUNSET",0.37
"84006075PCT9437","9437","Pct 9437/9445","SUNSET",0.45
"84006075PCT9438","9438",NA,"SUNSET",NA
"84006075PCT9439","9439","Pct 9439/9438","SUNSET",0.51
"84006075PCT9441","9441",NA,"SUNSET",NA
"84006075PCT9442","9442","Pct 9442/9435","SUNSET",0.51
"84006075PCT9443","9443","Pct 9443/9441","SUNSET",0.47
"84006075PCT9444","9444",NA,"SUNSET",NA
"84006075PCT9445","9445",NA,"SUNSET",NA
"84006075PCT9446","9446",NA,"SUNSET",NA
"84006075PCT9447","9447","Pct 9447/9448","SUNSET",0.57
"84006075PCT9448","9448",NA,"SUNSET",NA
"84006075PCT9449","9449","Pct 9449/9444","SUNSET",0.48
"84006075PCT9451","9451","Pct 9451","SUNSET",0.61
"84006075PCT9452","9452","Pct 9452/9446","SUNSET",0.51
"84006075PCT9453","9453","Pct 9453","SUNSET",0.58
"84006075PCT9501","9501","Pct 9501 MB","WST ADDITION",NA
"84006075PCT9502","9502","Pct 9502 MB","LRL HTS/ANZA",1
"84006075PCT9503","9503","Pct 9503/9504","WST ADDITION",0.44
"84006075PCT9504","9504",NA,"WST ADDITION",NA
"84006075PCT9505","9505","Pct 9505/9506","WST ADDITION",0.52
"84006075PCT9506","9506",NA,"WST ADDITION",NA
"84006075PCT9507","9507","Pct 9507/9509","LRL HTS/ANZA",0.59
"84006075PCT9508","9508",NA,"WST ADDITION",NA
"84006075PCT9509","9509",NA,"LRL HTS/ANZA",NA
"84006075PCT9511","9511","Pct 9511","WST ADDITION",0.59
"84006075PCT9512","9512","Pct 9512","WST ADDITION",0.59
"84006075PCT9513","9513","Pct 9513/9508","WST ADDITION",0.59
"84006075PCT9514","9514",NA,NA,NA
"84006075PCT9515","9515",NA,"INNER SUNSET",NA
"84006075PCT9516","9516","Pct 9516/9515","INNER SUNSET",0.55
"84006075PCT9517","9517",NA,"INNER SUNSET",NA
"84006075PCT9518","9518","Pct 9518/9517","INNER SUNSET",0.52
"84006075PCT9519","9519",NA,"INNER SUNSET",NA
"84006075PCT9521","9521","Pct 9521/9519","INNER SUNSET",0.55
"84006075PCT9522","9522","Pct 9522/9514","INNER SUNSET",0.54
"84006075PCT9701","9701",NA,"INNER SUNSET",NA
"84006075PCT9702","9702","Pct 9702/9701","INNER SUNSET",0.55
"84006075PCT9703","9703","Pct 9703","W TWIN PKS",0.41
"84006075PCT9704","9704","Pct 9704/9705","W TWIN PKS",0.46
"84006075PCT9705","9705",NA,"W TWIN PKS",NA
"84006075PCT9706","9706","Pct 9706 MB","W TWIN PKS",NA
"84006075PCT9707","9707",NA,"W TWIN PKS",NA
"84006075PCT9708","9708","Pct 9708/9707","W TWIN PKS",0.46
"84006075PCT9709","9709",NA,"W TWIN PKS",NA
"84006075PCT9711","9711","Pct 9711","W TWIN PKS",0.34
"84006075PCT9712","9712","Pct 9712","W TWIN PKS",0.52
"84006075PCT9713","9713","Pct 9713/9709","W TWIN PKS",0.48
"84006075PCT9714","9714","Pct 9714","W TWIN PKS",0.47
"84006075PCT9715","9715","Pct 9715","W TWIN PKS",0.41
"84006075PCT9716","9716","Pct 9716/9717","W TWIN PKS",0.46
"84006075PCT9717","9717",NA,"W TWIN PKS",NA
"84006075PCT9718","9718","Pct 9718","W TWIN PKS",0.45
"84006075PCT9719","9719",NA,"W TWIN PKS",NA
"84006075PCT9721","9721","Pct 9721/9719","W TWIN PKS",0.38
"84006075PCT9722","9722","Pct 9722","W TWIN PKS",0.38
"84006075PCT9723","9723","Pct 9723","LAKE MERCED",0.42
"84006075PCT9724","9724",NA,"LAKE MERCED",NA
"84006075PCT9725","9725","Pct 9725/9724","LAKE MERCED",0.44
"84006075PCT9726","9726","Pct 9726","LAKE MERCED",0.48
"84006075PCT9727","9727","Pct 9727/9742","W TWIN PKS",0.48
"84006075PCT9728","9728","Pct 9728/9748","W TWIN PKS",0.41
"84006075PCT9729","9729","Pct 9729/9734","W TWIN PKS",0.42
"84006075PCT9731","9731","Pct 9731/9735","W TWIN PKS",0.42
"84006075PCT9732","9732","Pct 9732 MB","W TWIN PKS",0
"84006075PCT9733","9733","Pct 9733 MB","W TWIN PKS",0
"84006075PCT9734","9734",NA,"W TWIN PKS",NA
"84006075PCT9735","9735",NA,"W TWIN PKS",NA
"84006075PCT9736","9736",NA,"W TWIN PKS",NA
"84006075PCT9737","9737","Pct 9737/9736","W TWIN PKS",0.47
"84006075PCT9738","9738","Pct 9738","LAKE MERCED",0.51
"84006075PCT9739","9739",NA,"LAKE MERCED",NA
"84006075PCT9741","9741","Pct 9741","LAKE MERCED",0.4
"84006075PCT9742","9742",NA,"W TWIN PKS",NA
"84006075PCT9743","9743",NA,"LAKE MERCED",NA
"84006075PCT9744","9744","Pct 9744/9739","LAKE MERCED",0.49
"84006075PCT9745","9745","Pct 9745/9743","LAKE MERCED",0.55
"84006075PCT9746","9746","Pct 9746","W TWIN PKS",0.39
"84006075PCT9747","9747","Pct 9747","W TWIN PKS",0.54
"84006075PCT9748","9748",NA,"W TWIN PKS",NA
"84006075PCT9749","9749","Pct 9749","INGLESIDE",0.38
"84006075PCT9751","9751","Pct 9751","W TWIN PKS",0.42
"84006075PCT9752","9752","Pct 9752/9753","W TWIN PKS",0.39
"84006075PCT9753","9753",NA,"W TWIN PKS",NA
"84006075PCT9754","9754",NA,"W TWIN PKS",NA
"84006075PCT9755","9755","Pct 9755/9754","W TWIN PKS",0.43
"84006075PCT9756","9756","Pct 9756","EXCELSIOR",0.44
"84006075PCT9801","9801","Pct 9801","EXCELSIOR",0.4
"84006075PCT9900","9900",NA,NA,NA
"84006075PCT9901","9901",NA,"EXCELSIOR",NA
"84006075PCT9902","9902",NA,"EXCELSIOR",NA
"84006075PCTGGP2","Golden Gate Park",NA,NA,NA
"84006075PCTGGP1","Golden Gate Park",NA,NA,NA
