"id","municipality_name","yes2010","yes2014","yes2016"
75618293926,"Maladers",69.4,66.2,59.6
75618293932,"Tschiertschen-Praden",43.6,47.8,32
75618303851,"Davos",48.1,47.8,39.6
75618303861,"Fideris",50.6,62.8,48.3
75618303862,"Furna",59.6,67.5,57.8
75618303863,"Jenaz",64,63.4,50.4
75618303871,"Klosters-Serneus",56.6,61.9,49.9
75618303881,"Conters im Prättigau",77,75.6,59
75618303882,"Küblis",69.2,71,64.4
75618303891,"Luzein",67.4,64.3,57.1
75618303961,"Grüsch",59.7,54.9,50.4
75618303962,"Schiers",58.6,58.2,51.6
75618303972,"Seewis im Prättigau",55.9,55.6,51.7
75618313572,"Falera",46,47.3,37.7
75618313575,"Laax",49.2,49.8,40.6
75618313581,"Sagogn",46.9,42.3,36.6
75618313582,"Schluein",50.3,56,35.9
75618313603,"Vals",33.4,37.5,27.3
75618313611,"Andiast",52.5,58.1,50
75618313616,"Waltensburg/Vuorz",32.5,35.1,31.6
75618313981,"Breil/Brigels",48.6,50.4,43.3
75618313982,"Disentis/Mustér",48.9,50.9,41.7
75618313983,"Medel (Lucmagn)",45.3,42.8,42.5
75618313985,"Sumvitg",45.1,46.2,33.4
75618313986,"Tujetsch",55.6,50.4,42.3
75618313987,"Trun",42.7,44.6,36.4
75619009190,"AG-Ausland-CH",42.9,34.3,36.2
75619014001,"Aarau",43.3,39.7,29.1
75619014002,"Biberstein",50.4,47.4,39.3
75619014003,"Buchs (AG)",56.4,50.2,41.6
75619014004,"Densbüren",67.7,65.4,58.3
75619014005,"Erlinsbach (AG)",55.1,51.5,42.3
75619014006,"Gränichen",62.6,60.6,49.9
75619014007,"Hirschthal",61.6,67.6,54.9
75619014008,"Küttigen",45.8,43.9,34.1
75619014009,"Muhen",66,64.5,52.1
75619014010,"Oberentfelden",62.4,59.8,46.8
75619014012,"Suhr",53,48,39
75619014013,"Unterentfelden",56.9,51.9,40.5
75619024021,"Baden",38.6,34.7,24.9
75619024022,"Bellikon",55,55,43.1
75619024023,"Bergdietikon",62.3,60,47.3
75619024024,"Birmenstorf (AG)",58.4,54.6,43.8
75619024026,"Ennetbaden",30.7,27.6,19.1
75619024027,"Fislisbach",52.1,54.4,40.2
75619024028,"Freienwil",48.4,51.5,38.1
75619024029,"Gebenstorf",52.9,51.2,39.5
75619024030,"Killwangen",57.4,57.2,41.4
75619024031,"Künten",60.4,59.5,46.7
75619024032,"Mägenwil",66.3,59.3,53.2
75619024033,"Mellingen",57.9,56.2,42.8
75619024034,"Neuenhof",61.9,57.1,45.7
75619024035,"Niederrohrdorf",55,53.9,39.2
75619024037,"Oberrohrdorf",48.4,47.5,38.5
75619024038,"Obersiggenthal",46.8,46,32.8
75619024039,"Remetschwil",57.6,53.7,47.1
75619024040,"Spreitenbach",64.1,65.6,46.7
75619024041,"Stetten (AG)",60.3,56.8,46.6
75619024042,"Turgi",50.6,46,33.5
75619024044,"Untersiggenthal",54.2,53.3,38.9
75619024045,"Wettingen",48.5,46.3,34.4
75619024046,"Wohlenschwil",58.9,54.5,47.2
75619024047,"Würenlingen",62.1,59.4,49.6
75619024048,"Würenlos",58.1,54.9,41.1
75619024049,"Ehrendingen",59.2,56.8,42.9
75619034061,"Arni (AG)",56.1,50.1,41.5
75619034062,"Berikon",54.1,58,44.1
75619034063,"Bremgarten (AG)",53.9,52.2,42
75619034064,"Büttikon",71.8,68.1,55.2
75619034065,"Dottikon",59.6,63,50.7
75619034066,"Eggenwil",60.1,56.6,43.2
75619034067,"Fischbach-Göslikon",68.2,63.7,55.4
75619034068,"Hägglingen",62.4,62.4,48.6
75619034071,"Jonen",55.6,54.5,41.5
75619034072,"Niederwil (AG)",61.7,63.3,50.2
75619034073,"Oberlunkhofen",54.7,55,43.7
75619034074,"Oberwil-Lieli",57.7,54.4,45.9
75619034075,"Rudolfstetten-Friedlisberg",58.2,58,47.3
75619034076,"Sarmenstorf",65.9,65.9,49.6
75619034077,"Tägerig",64.7,63.2,49.5
75619034078,"Uezwil",65,67.3,57.3
75619034079,"Unterlunkhofen",58.9,60,47.4
75619034080,"Villmergen",69.1,68.9,55.9
75619034081,"Widen",55.3,52.8,40.3
75619034082,"Wohlen (AG)",59,58,46.6
75619034083,"Zufikon",58.7,56.3,47.5
75619034084,"Islisberg",55.9,57.4,46.7
75619044091,"Auenstein",53.7,52.2,42.3
75619044092,"Birr",65.3,58.4,48.9
75619044093,"Birrhard",70.4,62.8,56.3
75619044094,"Bözen",71.3,63.6,55.7
75619044095,"Brugg",47.2,44.8,32.8
75619044096,"Effingen",63.8,55.4,53.3
75619044097,"Elfingen",44.7,45.2,41.8
75619044099,"Habsburg",61.1,62,44.3
75619044100,"Hausen (AG)",59.4,58.6,48.4
75619044104,"Lupfig",61.5,61.8,48.8
75619044105,"Mandach",73.3,69.2,60.3
75619044106,"Mönthal",64.9,66.5,57.6
75619044107,"Mülligen",59.5,53.1,45.2
75619044110,"Remigen",58.6,58.9,48.8
75619044111,"Riniken",52.5,51.2,40.1
75619044112,"Rüfenach",49.1,50,43.8
75619044113,"Scherz",60.9,59.3,50.9
75619044114,"Schinznach-Bad",62.5,58.2,46.2
75619044117,"Thalheim (AG)",68.9,65,54.9
75619044120,"Veltheim (AG)",55.8,59.9,44.2
75619044121,"Villigen",61.8,57.3,49.2
75619044122,"Villnachern",55.7,52.7,45.2
75619044123,"Windisch",49.1,44.3,34
75619054131,"Beinwil am See",58.9,56.9,47.6
75619054132,"Birrwil",56.5,56.1,49.6
75619054133,"Burg (AG)",71.1,72.7,54.9
75619054134,"Dürrenäsch",80,76,65.5
75619054135,"Gontenschwil",70.9,69.9,57.2
75619054136,"Holziken",77.3,74.4,64
75619054137,"Leimbach (AG)",71.2,64.7,54.3
75619054138,"Leutwil",77.9,76.7,67.2
75619054139,"Menziken",66.3,67.5,55.5
75619054140,"Oberkulm",70.3,70.7,58.2
75619054141,"Reinach (AG)",67,67.8,56.6
75619054142,"Schlossrued",78.5,78.5,66
75619054143,"Schmiedrued",74.1,75.8,65.9
75619054144,"Schöftland",62.7,59.9,50.2
75619054145,"Teufenthal (AG)",68.3,61,55.1
75619054146,"Unterkulm",65.5,65.4,53.3
75619054147,"Zetzwil",73.3,73.3,61.2
75619064161,"Eiken",60.8,62.2,52.5
75619064163,"Frick",54.5,52.9,45.3
75619064164,"Gansingen",59.8,58.1,49.7
75619064165,"Gipf-Oberfrick",47.4,49.1,37.2
75619064166,"Herznach",58.3,59.8,52
75619064167,"Hornussen",59,61.6,52.3
75619064169,"Kaisten",58,55.9,46.6
75619064170,"Laufenburg",54,52,42.7
75619064172,"Münchwilen (AG)",67.3,60.4,52.6
75619064173,"Oberhof",60.3,64.5,50.8
75619064175,"Oeschgen",67,61.6,50.1
75619064176,"Schwaderloch",70.6,64.3,57.6
75619064177,"Sisseln",69.3,62.6,59.6
75619064179,"Ueken",59.5,61.2,49.3
75619064181,"Wittnau",57.7,53.3,49.2
75619064182,"Wölflinswil",61.9,60.6,52.3
75619064183,"Zeihen",57.6,62.9,52.1
75619064184,"Mettauertal",56.7,59.3,51.5
75619074191,"Ammerswil",55,56.3,45.2
75619074192,"Boniswil",65.7,61.6,51.3
75619074193,"Brunegg",67.9,63.7,51.4
75619074194,"Dintikon",68.5,66.9,56.5
75619074195,"Egliswil",60.5,59,48.9
75619074196,"Fahrwangen",62.8,61.3,49.9
75619074197,"Hallwil",75.9,69.3,63.2
75619074198,"Hendschiken",61.3,60.6,53.6
75619074199,"Holderbank (AG)",78,73.5,58.6
75619074200,"Hunzenschwil",71.7,67.8,55.5
75619074201,"Lenzburg",45.4,42.3,30.5
75619074202,"Meisterschwanden",64.2,58.2,51.5
75619074203,"Möriken-Wildegg",58.4,56.3,43.7
75619074204,"Niederlenz",57,50.3,39.9
75619074205,"Othmarsingen",61.8,63.6,50.3
75619074206,"Rupperswil",63,60.1,48.8
75619074207,"Schafisheim",63.1,62.4,46.7
75619074208,"Seengen",58.9,58.4,48.3
75619074209,"Seon",62.9,61.3,51.1
75619074210,"Staufen",54.2,52.7,37.6
75619084221,"Abtwil",68.5,63,52.1
75619084222,"Aristau",64,57.9,49.3
75619084223,"Auw",64.4,62.5,53.2
75619084224,"Beinwil (Freiamt)",70.5,63.8,54.7
75619084226,"Besenbüren",68.8,65,50.8
75619084227,"Bettwil",63.8,64,49.6
75619084228,"Boswil",68.8,64.1,58.5
75619084229,"Bünzen",62.7,64.3,53.8
75619084230,"Buttwil",60,61.8,50.9
75619084231,"Dietwil",68.5,69.7,57.5
75619084232,"Geltwil",48.7,49.3,48.8
75619084233,"Kallern",59,67.4,56
75619084234,"Merenschwand",59.8,56.7,48.2
75619084235,"Mühlau",69.9,65.4,58.3
75619084236,"Muri (AG)",57.4,54.2,43.7
75619084237,"Oberrüti",63.1,56.7,44.6
75619084238,"Rottenschwil",67,68.5,55.8
75619084239,"Sins",62.4,62.1,49.5
75619084240,"Waltenschwil",63.2,61.3,50.5
75619094251,"Hellikon",72.7,74.9,62.6
75619094252,"Kaiseraugst",57.4,54.8,44.3
75619094253,"Magden",51.2,48.5,38.5
75619094254,"Möhlin",60.1,57.7,45.5
75619094255,"Mumpf",63.3,57.7,53.2
75619094256,"Obermumpf",66.5,57.8,46.8
75619094257,"Olsberg",47.3,50.9,48.6
75619094258,"Rheinfelden",47.9,45.9,35.3
75619094259,"Schupfart",67.8,64.6,56.8
75619094260,"Stein (AG)",63.5,58.8,48
75619094261,"Wallbach",64.6,58.4,48.8
75619094262,"Wegenstetten",59.7,59.8,49.3
75619094263,"Zeiningen",53.8,52.4,42.7
75619094264,"Zuzgen",61,62.4,45.2
75619104271,"Aarburg",60.6,60.3,47.3
75619104272,"Attelwil",77.8,77.1,64.6
75619104273,"Bottenwil",66.1,66.5,55.2
75619104274,"Brittnau",61.2,61.4,53
75619104275,"Kirchleerau",72,71.8,59.7
75619104276,"Kölliken",60.3,60.4,49.4
75619104277,"Moosleerau",72.9,70.9,59.2
75619104279,"Murgenthal",70,68,57.2
75619104280,"Oftringen",62.2,62.3,46.6
75619104281,"Reitnau",66.3,68.8,55.8
75619104282,"Rothrist",64.6,64.2,51.7
75619104283,"Safenwil",69,67.3,55.9
75619104284,"Staffelbach",70.3,67.6,59.4
75619104285,"Strengelbach",60.2,60.4,48.6
75619104286,"Uerkheim",70.7,70.5,59.9
75619104287,"Vordemwald",60,61.9,52
75619104288,"Wiliberg",74.7,74.3,61.2
75619104289,"Zofingen",48.5,47.3,36.5
75619114301,"Baldingen",70.2,70.1,54.1
75619114302,"Böbikon",77.3,76.7,48.9
75619114303,"Böttstein",71.5,66.2,57.9
75619114304,"Döttingen",66,60.4,50.8
75619114305,"Endingen",51.9,51.8,39.7
75619114306,"Fisibach",62.9,67.6,55.3
75619114307,"Full-Reuenthal",60.7,63.9,52.8
75619114308,"Kaiserstuhl",36,40.5,31.7
75619114309,"Klingnau",62.9,56.8,42.4
75619114310,"Koblenz",67.5,61.8,53.9
75619114311,"Leibstadt",74.8,68.1,59.6
75619114312,"Lengnau (AG)",59.7,61.2,46.7
75619114313,"Leuggern",73.7,69.9,59.8
75619114314,"Mellikon",57.6,52.6,40.2
75619114315,"Rekingen (AG)",64.4,71.4,56.8
75619114316,"Rietheim",59.1,56.5,44
75619114317,"Rümikon",55.8,66.3,53.4
75619114318,"Schneisingen",61.5,58,46.5
75619114319,"Siglistorf",68.5,70.6,57.8
75619114320,"Tegerfelden",61.6,61.4,54.1
75619114322,"Wislikofen",46.5,42.8,43.6
75619114323,"Bad Zurzach",59.8,54.8,45
75620009200,"TG-Ausland-CH",46.6,37.2,40.1
75621015001,"Arbedo-Castione",63.2,70.4,60.6
75621015002,"Bellinzona",51.8,59.9,52.8
75621015003,"Cadenazzo",68.8,72.4,68.3
75621015004,"Camorino",59.2,67.9,60.4
75621015005,"Giubiasco",58.6,66.6,59.4
75621015006,"Gnosca",63.2,72.7,62.9
75621015007,"Gorduno",56.7,63.6,59.1
75621015008,"Gudo",66.2,69.2,66.8
75621015009,"Isone",85.2,90.2,83.6
75621015010,"Lumino",67.2,73.4,64
75621015012,"Moleno",70.8,69.8,63.8
75621015013,"Monte Carasso",63.3,70.4,63
75621015014,"Pianezzo",67.4,61.8,60.8
75621015015,"Preonzo",59.3,62.2,61.7
75621015017,"Sant'Antonino",71.3,77.2,68.8
75621015018,"Sant'Antonio",62.6,66.4,54.7
75621015019,"Sementina",63,70.3,60.2
75621025048,"Acquarossa",64.6,69.4,64.2
75621025049,"Blenio",67.3,72.6,71
75621035061,"Airolo",72.2,73.5,69.5
75621035063,"Bedretto",63.6,72.7,61.4
75621035064,"Bodio",67.7,73.1,59.9
75621035071,"Dalpe",68.5,72.2,62.7
75621035072,"Faido",62.8,65.9,63.3
75621035073,"Giornico",64.8,72.4,67.5
75621035076,"Personico",56.6,59.8,57.5
75621035077,"Pollegio",62.7,70.6,67.1
75621035078,"Prato (Leventina)",64.4,66.5,55.6
75621035079,"Quinto",58.7,67,68
75621035081,"Sobrio",63.3,78.1,77.8
75621045091,"Ascona",61.8,62.4,58.4
75621045095,"Brione (Verzasca)",67.9,67.6,66.3
75621045096,"Brione sopra Minusio",56.9,63,55.1
75621045097,"Brissago",63.3,66.7,60.3
75621045102,"Corippo",80,71.4,50
75621045105,"Frasco",75,76,76.7
75621045108,"Gordola",63.5,68.1,62
75621045109,"Gresso",94.4,79.3,85.3
75621045112,"Lavertezzo",59.4,69.6,65.2
75621045113,"Locarno",59.8,63.1,55.3
75621045115,"Losone",63.6,67.4,61.5
75621045117,"Mergoscia",60.7,57.8,56.5
75621045118,"Minusio",56.7,60.8,52.9
75621045119,"Mosogno",61.1,44,61.3
75621045120,"Muralto",56.1,61.9,56.5
75621045121,"Orselina",47.6,57.3,49.1
75621045125,"Ronco sopra Ascona",59.8,65.2,53.7
75621045129,"Sonogno",65,61,53.8
75621045131,"Tenero-Contra",61.2,63.9,58.9
75621045132,"Vergeletto",63.2,63.9,58.8
75621045135,"Vogorno",64.7,68.6,64.2
75621045136,"Onsernone",48.7,53,52.8
75621045137,"Isorno",33.7,38.5,37.9
75621045138,"Cugnasco-Gerra",61.8,71.7,60.3
75621045397,"Centovalli",61.5,66.7,60.8
75621045398,"Gambarogno",59.8,66.8,59.4
75621055141,"Agno",63.4,74.1,64.1
75621055143,"Aranno",41.6,51.2,51.9
75621055144,"Arogno",60.5,70,60.3
75621055146,"Astano",56.1,63,45.9
75621055148,"Bedano",66.6,73.5,62.5
75621055149,"Bedigliora",52.8,62.5,55.3
75621055151,"Bioggio",61,71.8,60.8
75621055154,"Bissone",68.4,69.9,61.3
75621055160,"Brusino Arsizio",58.8,68,53.4
75621055161,"Cademario",66.8,69.1,59.4
75621055162,"Cadempino",66.6,74.7,63.2
75621055167,"Canobbio",64,72.2,60.3
75621055171,"Caslano",66.3,70,58.6
75621055176,"Comano",56.5,62.4,52.9
75621055178,"Croglio",59.5,67.9,62.9
75621055180,"Cureglia",53.1,62.1,50.5
75621055181,"Curio",53.5,70.5,57.9
75621055186,"Grancia",79.2,82.4,64.8
75621055187,"Gravesano",65.8,74.1,64.4
75621055189,"Lamone",65,73.6,61
75621055192,"Lugano",60.9,67.3,57.8
75621055193,"Magliaso",71.1,76.8,64.6
75621055194,"Manno",57.9,69.8,58.2
75621055195,"Maroggia",61,71.4,64
75621055196,"Massagno",52.3,59.9,46.1
75621055197,"Melano",65.9,73.1,62.9
75621055198,"Melide",61.4,63.9,52.7
75621055199,"Mezzovico-Vira",73.6,80.4,71.6
75621055200,"Miglieglia",62.2,78,60.7
75621055202,"Monteggio",77.2,79.4,66.7
75621055203,"Morcote",70.1,64.2,62.5
75621055205,"Muzzano",58.2,66.8,55
75621055206,"Neggio",55.8,68,50.3
75621055207,"Novaggio",49,60.8,52.3
75621055208,"Origlio",58.2,61.4,56.4
75621055210,"Paradiso",65.6,68.1,62.8
75621055212,"Ponte Capriasca",59.8,70.7,57.3
75621055213,"Ponte Tresa",61.9,69.3,66.1
75621055214,"Porza",63.2,65.8,57.7
75621055216,"Pura",62,70.3,60.2
75621055219,"Rovio",57.5,71.7,62.9
75621055221,"Savosa",62.9,70,58.1
75621055222,"Sessa",56.8,71.3,56.6
75621055225,"Sorengo",53.9,60.5,49.9
75621055226,"Capriasca",55.5,65.8,54.2
75621055227,"Torricella-Taverne",61.9,76.3,61.6
75621055230,"Vernate",65.8,65.7,52.4
75621055231,"Vezia",63.9,67.5,57.4
75621055233,"Vico Morcote",74.7,70.2,54.6
75621055236,"Collina d'Oro",61,69.5,53.3
75621055237,"Alto Malcantone",61.1,66.7,55.4
75621055238,"Monteceneri",67.5,79,67.7
75621065242,"Balerna",63.6,72.2,60.2
75621065249,"Castel San Pietro",61.3,70.8,59.9
75621065250,"Chiasso",67.1,72,63.5
75621065251,"Coldrerio",67.6,74.2,63.1
75621065254,"Mendrisio",58.3,68.9,59.6
75621065257,"Morbio Inferiore",65.9,72.7,61.7
75621065260,"Novazzano",70.9,78.6,66.5
75621065263,"Riva San Vitale",65.3,73.5,64.5
75621065266,"Stabio",61,72.9,62.6
75621065268,"Vacallo",62.4,68.9,61.1
75621065269,"Breggia",59.8,68.6,59.8
75621075281,"Biasca",67.3,75.6,67.7
75621075282,"Claro",65.6,74.3,61.6
75621075283,"Cresciano",67.6,84.7,77.8
75621075284,"Iragna",58.8,72.6,67.9
75621075285,"Lodrino",67.4,68.2,64.4
75621075286,"Osogna",61.7,74.4,66.1
75621085304,"Bosco/Gurin",45.5,56.3,46.2
75621085307,"Campo (Vallemaggia)",90,62.5,44.1
75621085309,"Cerentino",50,40,60
75621085310,"Cevio",63,63.8,59.8
75621085315,"Linescio",72.7,66.7,70.8
75621085317,"Maggia",60.5,66.5,61.5
75621085323,"Lavizzara",70.2,72.1,71.6
75621085324,"Avegno Gordevio",62.2,63.9,56.1
75622009220,"VD-CH de l'étranger",40.5,30.9,41.3
75622215401,"Aigle",52.1,45.1,35.2
75622215402,"Bex",49.1,45.9,38.2
75622215403,"Chessel",60.3,51.5,47.5
75622215404,"Corbeyrier",55.7,51.6,46.6
75622215405,"Gryon",46.9,47.5,41.9
75622215406,"Lavey-Morcles",58,54.4,46.1
75622215407,"Leysin",46.4,40.7,33.1
75622215408,"Noville",57.3,45.3,41.6
75622215409,"Ollon",48.4,42.8,37.2
75622215410,"Ormont-Dessous",61.1,53.9,47.9
75622215411,"Ormont-Dessus",48.1,42.6,44.1
75622215412,"Rennaz",55.3,44.3,44.3
75622215413,"Roche (VD)",60.4,54.3,47
75622215414,"Villeneuve (VD)",53.3,49.1,39
75622215415,"Yvorne",46.7,40.3,35.9
75622225451,"Avenches",43.8,47.1,44.3
75622225456,"Cudrefin",50.1,43.1,43.6
75622225458,"Faoug",45.1,43.8,37.6
75622225662,"Brenles",30.1,55,39
75622225663,"Bussy-sur-Moudon",55.1,51.1,55.5
75622225665,"Chavannes-sur-Moudon",57.1,57,54.9
75622225666,"Chesalles-sur-Moudon",48.3,51.5,38.7
75622225668,"Cremin",50,60,50
75622225669,"Curtilles",56.4,42.8,31.7
75622225671,"Dompierre (VD)",53.5,52.9,48.7
75622225672,"Forel-sur-Lucens",40.3,43.2,40.9
75622225673,"Hermenches",36,55,51.6
75622225674,"Lovatens",59.3,47.8,42.3
75622225675,"Lucens",51.8,50.6,43.7
75622225678,"Moudon",48.6,51.4,42
75622225683,"Prévonloup",43.6,35.6,42.3
75622225684,"Rossenges",66.7,53.6,43.2
75622225686,"Sarzens",42.1,41,21.7
75622225688,"Syens",50,60.4,54.5
75622225690,"Villars-le-Comte",54.9,61.2,61
75622225692,"Vucherens",50.3,50.4,39
75622225782,"Carrouge (VD)",40.7,38.7,34.9
75622225785,"Corcelles-le-Jorat",59.6,47.4,42
75622225798,"Ropraz",57,49.4,38.6
75622225803,"Vulliens",51.4,55.3,35.4
75622225812,"Champtauroz",54.3,41.1,37.5
75622225813,"Chevroux",51.9,53.3,53.1
75622225816,"Corcelles-près-Payerne",54.7,56,49.6
75622225817,"Grandcour",51.2,49.2,38.9
75622225819,"Henniez",58.8,56.6,49.1
75622225821,"Missy",42.1,42.1,35.9
75622225822,"Payerne",57.8,54.8,46.9
75622225827,"Trey",48.5,48.3,41.9
75622225828,"Treytorrens (Payerne)",50,51.8,47.6
75622225830,"Villarzel",53.7,55.8,46.7
75622235471,"Bettens",46.7,41.6,41.8
75622235472,"Bournens",50.5,48.9,35.1
75622235473,"Boussens",54.9,49.2,41
75622235480,"Daillens",49.8,40.1,36.7
75622235487,"Lussery-Villars",42.9,38.2,41.3
75622235489,"Mex (VD)",44.2,50,43.4
75622235495,"Penthalaz",45.1,44.7,37.2
75622235496,"Penthaz",52.1,43.1,39.1
75622235501,"Sullens",55.4,51.5,39.8
75622235503,"Vufflens-la-Ville",41.7,39.9,35.8
75622235511,"Assens",41.8,40.1,34.6
75622235512,"Bercher",41.9,39.4,37
75622235513,"Bioley-Orjulaz",61.6,54.9,45.5
75622235514,"Bottens",47.9,48.5,42.4
75622235515,"Bretigny-sur-Morrens",47.8,46.1,37.7
75622235516,"Cugy (VD)",40.2,36.2,31.7
75622235518,"Echallens",41.4,42.8,34.7
75622235520,"Essertines-sur-Yverdon",54.9,49.7,40.8
75622235521,"Etagnières",45.1,39.4,34.2
75622235522,"Fey",39,38,34.2
75622235523,"Froideville",47.2,45,42
75622235527,"Morrens (VD)",43.2,39.5,38.9
75622235529,"Oulens-sous-Echallens",42.4,41.9,36.1
75622235530,"Pailly",56.8,51.5,51.7
75622235531,"Penthéréaz",39,44.3,41.5
75622235533,"Poliez-Pittet",56.1,48.5,41.7
75622235534,"Rueyres",58.6,46.7,46.8
75622235535,"Saint-Barthélemy (VD)",47.5,43.1,41
75622235537,"Villars-le-Terroir",57.2,49.6,42.6
75622235539,"Vuarrens",50,41.6,39.1
75622235661,"Boulens",45.2,48.1,45.5
75622235680,"Ogens",60.3,58.7,52.1
75622235923,"Oppens",43.9,48.2,35.6
75622245551,"Bonvillars",53.6,47.7,41.7
75622245552,"Bullet",57.5,47.5,50.7
75622245553,"Champagne",44.8,40.8,35.6
75622245554,"Concise",44.4,40.7,41.7
75622245555,"Corcelles-près-Concise",30.3,26.4,24.1
75622245556,"Fiez",40.1,37.8,29.6
75622245557,"Fontaines-sur-Grandson",60.6,50.8,48.8
75622245559,"Giez",44.8,39.4,32.8
75622245560,"Grandevent",47.1,45.3,39.4
75622245561,"Grandson",40.5,39,32.1
75622245562,"Mauborget",48.9,52.9,60.3
75622245563,"Mutrux",55.1,29.6,47.5
75622245564,"Novalles",43.9,44.9,39.7
75622245565,"Onnens (VD)",38.5,34.4,34.5
75622245566,"Provence",56.4,44.3,48.4
75622245568,"Sainte-Croix",47.7,45.3,39.7
75622245741,"L'Abergement",55.7,44.1,48.1
75622245742,"Agiez",55,40.8,42.9
75622245743,"Arnex-sur-Orbe",43.9,39.8,39.2
75622245744,"Ballaigues",46.3,42.2,44.2
75622245745,"Baulmes",43.6,42,36.9
75622245746,"Bavois",51.7,46.2,45.4
75622245747,"Bofflens",50,51.8,36.2
75622245748,"Bretonnières",46.8,46.4,37.7
75622245749,"Chavornay",50.7,45.9,42.5
75622245750,"Les Clées",41.3,24.7,27.5
75622245751,"Corcelles-sur-Chavornay",41.9,35.8,35.9
75622245752,"Croy",35.7,38.5,33.6
75622245754,"Juriens",35.9,41.7,32.6
75622245755,"Lignerolle",52.4,52,51.7
75622245756,"Montcherand",56.2,50,45.3
75622245757,"Orbe",46.9,45.7,38.7
75622245758,"La Praz",52.3,48.7,48.2
75622245759,"Premier",31.5,36.3,31.3
75622245760,"Rances",51.1,49.8,48.3
75622245761,"Romainmôtier-Envy",36.5,41.3,34.9
75622245762,"Sergey",50,62.1,45.3
75622245763,"Valeyres-sous-Rances",48,43,44.4
75622245764,"Vallorbe",55.1,47.5,43.5
75622245765,"Vaulion",46.3,45.6,47.3
75622245766,"Vuiteboeuf",50,51.3,40
75622245871,"L'Abbaye",41.4,40.8,33.6
75622245872,"Le Chenit",42.8,44.1,38.9
75622245873,"Le Lieu",41.6,39.9,36.6
75622245902,"Belmont-sur-Yverdon",45.5,48.8,38
75622245903,"Bioley-Magnoux",76,58.5,46.1
75622245904,"Chamblon",42.2,46.2,33.5
75622245905,"Champvent",55.4,48.4,37.5
75622245907,"Chavannes-le-Chêne",50,46.2,52.8
75622245908,"Chêne-Pâquier",48.1,49.2,30.2
75622245909,"Cheseaux-Noréaz",44,34.6,33
75622245910,"Cronay",50.6,41.7,33.5
75622245911,"Cuarny",65.9,64.4,63.7
75622245912,"Démoret",59,47.3,51.2
75622245913,"Donneloye",52.2,50.2,42.5
75622245914,"Ependes (VD)",52.7,49.6,47.7
75622245915,"Essert-Pittet",64.4,44,50.7
75622245919,"Mathod",44.1,44.5,39.9
75622245921,"Molondin",61.3,52.3,52.2
75622245922,"Montagny-près-Yverdon",47.1,40.6,38.3
75622245924,"Orges",43,39.5,41
75622245925,"Orzens",46.1,43.6,42.5
75622245926,"Pomy",52.8,41.3,39.3
75622245928,"Rovray",55.6,58.4,45.6
75622245929,"Suchy",48,37.9,34.4
75622245930,"Suscévaz",61.8,51.5,43.6
75622245931,"Treycovagnes",51.8,41,36.7
75622245932,"Ursins",47.1,41.9,47.3
75622245933,"Valeyres-sous-Montagny",51.1,39.3,38.8
75622245934,"Valeyres-sous-Ursins",50.5,51.6,46.2
75622245935,"Villars-Epeney",60,50,44.3
75622245937,"Vugelles-La Mothe",54.8,58.7,55.6
75622245938,"Yverdon-les-Bains",44.8,41.5,35.4
75622245939,"Yvonand",47.5,45,38.6
75622255582,"Cheseaux-sur-Lausanne",44.7,38,31.4
75622255584,"Epalinges",34.1,32.9,28.4
75622255585,"Jouxtens-Mézery",33.5,30.3,26.4
75622255586,"Lausanne",34.5,32.5,24.5
75622255587,"Le Mont-sur-Lausanne",42.3,38.1,28.9
75622255592,"Romanel-sur-Lausanne",45.1,45.5,37.3
75622265581,"Belmont-sur-Lausanne",36.3,34.7,28.5
75622265588,"Paudex",40.4,31.7,31.2
75622265590,"Pully",35.9,31.6,26.8
75622265601,"Chexbres",40.4,37,33
75622265604,"Forel (Lavaux)",49.7,43.8,37.2
75622265606,"Lutry",36.8,31.7,27.5
75622265607,"Puidoux",41.1,42,35.7
75622265609,"Rivaz",34.5,30.8,24.3
75622265610,"Saint-Saphorin (Lavaux)",27.8,26.8,24.6
75622265611,"Savigny",38.3,41.4,32.7
75622265788,"Essertes",50,40.8,60.3
75622265789,"Ferlens (VD)",41.9,45.5,35.9
75622265790,"Maracon",44.3,40.4,41.1
75622265791,"Mézières (VD)",41.8,41.7,32.2
75622265792,"Montpreveyres",42.7,36.5,33.2
75622265799,"Servion",43.8,41.4,34
75622275421,"Apples",32.2,31.8,28.9
75622275422,"Aubonne",33.5,33.2,28.4
75622275423,"Ballens",52.1,43.4,37.6
75622275424,"Berolle",33.3,35.1,29.5
75622275425,"Bière",58.6,49,47.7
75622275426,"Bougy-Villars",46.7,39.9,46.8
75622275427,"Féchy",35.2,39.9,32.4
75622275428,"Gimel",47.2,44.9,41.7
75622275431,"Mollens (VD)",61.8,44.4,45.6
75622275432,"Montherod",35.6,36.5,39.9
75622275435,"Saint-Livres",50,42.5,35.5
75622275436,"Saint-Oyens",56.7,48.5,41.5
75622275437,"Saubraz",56.7,53.3,45.2
75622275474,"La Chaux (Cossonay)",36.1,34.1,36.5
75622275475,"Chavannes-le-Veyron",49,37.7,45.8
75622275476,"Chevilly",28.4,24.5,27.9
75622275477,"Cossonay",39.9,35.4,33
75622275478,"Cottens (VD)",52.3,40.7,33.3
75622275479,"Cuarnens",34.7,35.6,32.5
75622275481,"Dizy",44.4,40,34.7
